ITEM,CATEGORY,ADDITIONAL_CATEGORIES,AVAILABLE,PRICE,STATUS,PRODUCER,TITLE SPANISH,UNIT QUANTITY,UNIT,IS CREDIT,PACK SEPARATELY,MAX PER MEMBER,IMAGE URL,DESCRIPTION,LINK,WEIGHT,LABEL
Beef - Tenderloin 8oz.,Grassfed Beef,,6,16.50,Published,Anton's Beef,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5758661280399360.jpg?v=1642194618975,"Beef tenderloin (aka filet mignon), about 8oz per pack. Price will be adjusted according to exact weight at $33/lb ($2.0625/oz).",,Light,
Beef Bones - Knuckle - wee /lb.,Wee Ones,,0,2.00,Published,Anton's Beef,,1.0,Pack,true,FALSE,1,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5743388732293120.jpg?v=1642194513721,"Small beef knuckle bone, price will be adjusted by weight at $1.75 per pound.",,Light,
Beef Bones - Knuckle/lb.,Grassfed Beef,,4,1.75,Published,Anton's Beef,,1.0,lbs,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Raincrow-Knuckles.jpg,These are usually a couple of pounds per package. Price will be adjusted according to exact weight.,,Heavy,
Beef Half Brisket - Wee,Wee Ones,,0,8.75,Published,Anton's Beef,,1.0,Each,true,FALSE,1,/staticResource/resources/item-no-image.jpg,1.9 Pound Beef Brisket = $16.60 ($8.75/#),,Light,
Beef Jerky - Peppered,Grassfed Beef,,0,5.50,Draft,Voegele Farm Meats,,1.0,Each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,3 oz bag,,Light,
Beef Jerky - Wild cherry,Grassfed Beef,,0,5.50,Draft,Voegele Farm Meats,,1.0,Each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,3 oz bag,,Light,
Beef Kabob Meat,Grassfed Beef,,84,10.75,Published,Anton's Beef,,1.0,Lb.,true,FALSE,17,https://media.gettyimages.com/photos/beef-rosemary-vegetable-skewers-picture-id635890254?b=1&k=6&m=635890254&s=170x170&h=x8GuywFcD1oxgefT6YwWqsWWXx5pcGsZrcyts3OEfnQ=,Sirloin beef kabob meat--also great for stir fry.,,Light,
Beef Marrow Bones /lb,Grassfed Beef,,6,6.25,Published,Anton's Beef,,1.0,Lb.,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5123280998498304.jpg?v=1620771318417,From the femur of the animal. They consist of 1 bone split length wise exposing the marrow for roasting. Approximately 6-8 in in length. Price will be adjusted according to exact weight at $5.75 per pound.,,Light,
Beef Marrow Bones /lb - Wee,Wee Ones,,1,5.75,Published,Anton's Beef,,1.0,Lb.,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6213494780329984.jpg?v=1648584607353,From the femur of the animal. They consist of 1 bone split length wise exposing the marrow for roasting. Approximately 6-8 in in length. Price will be adjusted according to exact weight at $5.75 per pound.,,Light,
Beet Greens,Produce - Vegetables,,0,4.00,Published,All Fair Shares Producers,,1.0,Bunch,true,FALSE,1,/staticResource/resources/item-no-image.jpg,"A close relative of swiss chard. Beautiful and delicious when braised, sauteed, etc!",,Light,
Beets - Chioggia,Produce - Vegetables,,0,3.75,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5535315637960704.jpg?v=1611704415203,"Also known as ""candy cane beets"", Chioggia beets are an heirloom variety from Chioggia, Italy. Their flesh is striped red and white, and they have a sweet and mild earthy flavor.",,Light,
Beets - Golden,Produce - Vegetables,,0,3.50,Published,All Fair Shares Producers,,1.0,Lb.,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6582938558922752.jpg?v=1655839922226,,,Light,
Beets - Pickled,Canned/Dried/Frozen Produce & Condiments,,10,7.00,Published,Hilty Bee Yard,,1.0,Quart,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Hilty-Pickled-Beets.jpg,Beets pickled and delicious.,,Light,
Beets w/Tops,Produce - Vegetables,,8,4.00,Published,All Fair Shares Producers,,1.0,Bunch,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5640240442114048.jpg?v=1654626612048,"Beets with tops. Separate the bulbs from the greens to keep both vegetables hydrated. Use beet greens just like their cousin, Swiss chard.",,Light,
Benefit Pecans,"Snacks, Nuts & Nut Butters",,2,8.00,Draft,All Fair Shares Producers,,1.0,Lb.,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1643132625080.jpg?v=1643132625543,"We bought some hand-shelled pecans that Nolte brought from his neighbor who is going through chemo and we both wanted to help her out, so we aren't making money off it and the proceeds will go directly to her.",,Light,
Berger Bluff Sungolds - Share,Produce - Vegetables,,500,0.00,Archived,All Fair Shares Producers,,1.0,Share,true,FALSE,1,/staticResource/resources/item-no-image.jpg,,,Light,
Bibb Lettuce,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5641647580774400.jpg?v=1649891501885,"A type of ""butter lettuce"", bibb is soft and delicious in salads, or used as wraps for chicken salad, etc.",,Light,
Big John's BBQ Sauce,Canned/Dried/Frozen Produce & Condiments,,4,6.00,Published,Circle B Ranch,,1.0,Pint,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Big-Johns-BBQ-Sauce.jpg,"Ready to heat and serve BBQ sauceINGREDIENTS:Ketchup (tomato paste, honey, white wine vinegar, water, sugar, salt, onion & garlic powder), vegetable oil, onion, garlic, brown sugar, molasses, cider vinegar, Worcestershire (distilled white vinegar, molasses, sugar, onions, anchovies, salt, garlic, tamarind concentrate, cloves, natural flavorings, chili pepper extract), hot sauce, dry mustard, red pepper crushedcontains: fish",,Light,
Bison - Dogs or Brats,Grassfed Bison and Lamb,,0,13.00,Draft,Meramec Bison,,4.0,Hot Dogs,true,FALSE,17,http://www.meramecbison.com/img/Bison3n3.jpg,"Hot dogs or bratwurst, fully cooked",,Light,
Bison - Dogs or Brats (1.0 Bratwurst),Grassfed Bison and Lamb,,125,13.00,Draft,Meramec Bison,,1.0,Bratwurst,true,FALSE,10,http://www.meramecbison.com/img/Bison3n3.jpg,"Hot dogs or bratwurst, fully cooked",,Light,
Bison - Dogs or Brats (1.0 Hot Dogs),Grassfed Bison and Lamb,,0,13.00,Draft,Meramec Bison,,1.0,Hot Dogs,true,FALSE,10,http://www.meramecbison.com/img/Bison3n3.jpg,"Hot dogs or bratwurst, fully cooked",,Light,
Bison - Ground,Grassfed Bison and Lamb,,88,14.75,Published,Klondike Bison and Bee,,1.0,Lb.,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4979483166769152.jpg?v=1649099524190,,,Light,
Bison - Ground (1.0 Ground),Grassfed Bison and Lamb,,92,13.00,Archived,Klondike Bison and Bee,,1.0,Ground,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4979483166769152.jpg?v=1649099524190,,,Light,
Bison - Ground (1.0 Patties),Grassfed Bison and Lamb,,0,13.00,Published,Klondike Bison and Bee,,1.0,Patties,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4979483166769152.jpg?v=1649099524190,,,Light,
Bison - Stew Meat,Grassfed Bison and Lamb,,0,15.50,Published,Meramec Bison,,1.0,Each,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5633149920870400.jpg?v=1611684569439,1 lb. bison stew meat,,Light,
Bison Hot Dogs,Grassfed Bison and Lamb,,3,13.00,Draft,All Fair Shares Producers,,1.0,Each,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5792506982825984.jpg?v=1612903668842,,,Light,
Bison Snack Stick,Grassfed Bison and Lamb,,0,2.00,Archived,Meramec Bison,,1.0,1-each,true,FALSE,10,https://fairshares.org/sites/default/files/Meramec%20Bison%20Sticks.jpg,1 oz bison snack stick,,Light,
Bison Stew Meat - Wee,Wee Ones,,0,7.20,Published,Meramec Bison,,1.0,Each,true,FALSE,1,/staticResource/resources/item-no-image.jpg,Bison Stew Meat .74 pounds,,Light,
Bittersweet Deal w/ Butterscotch,Candy,,0,19.50,Draft,Bittersweet Truffles,,1.0,2-pack,true,FALSE,6,https://fairshares.org/sites/default/files/BittersweetDeal.jpg,Bourbon Butterscotch Sauce and Molten Lava Cakes. Save $2 when bought together!,,Light,
Bittersweet Deal w/ Fudge,Candy,,0,19.50,Draft,Bittersweet Truffles,,1.0,2-pack,true,FALSE,6,https://fairshares.org/sites/default/files/BittersweetDeal.jpg,Dark Chocolate fudge sauce and molten lava cakes. Save $2 when bought together!,,Light,
Black Bean Dip,Prepared Foods,,6,6.00,Published,Del Carmen,,1.0,Tub,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5150324260077568.jpg?v=1614109401534,"Black Bean Dip-Vegan -Gluten FreeINGREDIENTS:black beans, water, onions, bell peppers, carrots, orange juice (not from concentrate), celery, lemon juice (not from concentrate), extra virgin olive oil, garlic, lime juice (not from concentrate), shallots, sea salt, natural spices",,Light,
Black Bean Dip DC - 3lb,Prepared Foods,,0,9.75,Draft,Del Carmen,,3.0,Lb.,true,FALSE,5,/staticResource/resources/item-no-image.jpg,3 pound frozen bag of Cuban-style black bean dip,,Light,
Black Bean Hummus,Prepared Foods,,6,6.00,Published,Del Carmen,,1.0,Tub,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6295774858051584.jpg?v=1614109534683,"Black Bean HummusINGREDIENTS:black beans, water, onions, bell peppers, carrots, orange juice (not from concentrate), celery, tahini, lemon juice (not from concentrate), olive oil, lime juice (not from concentrate), garlic, shallots, sea salt, natural spices",,Light,
Black Bean Soup,Prepared Foods,,7,6.00,Published,Del Carmen,,1.0,Tub,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5139999158697984.jpg?v=1614110214330,"Velvety Smooth Black Bean Puree, delicious cold or hot. Serve with cucumbers, green onions, radishes.INGREDIENTS:black beans, water, beer (barley), onions, bell pepper, orange juice (not from concentrate), lime juice (not from concentrate), lemon juice (not from concentrate), garlic, olive oil, shallots, sea salt, natural spices",,Light,
Black Beans - Dry,"Grains, Beans & Rice",,6,3.50,Published,All Fair Shares Producers,,1.0,Lb.,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/04/BlackBeansDry.jpg,Dried black turtle beans,,Light,
Black Beans DC,Prepared Foods,,36,6.00,Published,Del Carmen,,1.0,Tub,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/04/Del-Carmen-Cuban-Black-Beans.jpg,"Prepared, Cuban-style black beans. Frozen.INGREDIENTS:black beans, water, beer (barley), onions, bell peppers, orange juice (not from concentrate), lime juice (not from concentrate), lemon juice (not from concentrate), garlic, olive oil, shallots, sea salt, natural spices",,Light,
Black Beans DC - 3lb,Prepared Foods,,0,12.00,Draft,Del Carmen,,3.0,Lb.,true,FALSE,5,/staticResource/resources/item-no-image.jpg,Three pound bag of frozen Cuban-style spiced black beans.,,Light,
Black Goat PF,Cheese,,5,9.75,Published,Prairie Fruits Farm and Creamery,,1.0,Package,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5748576697188352.jpg?v=1620767352148,Bloomy rind goat cheese that has been rolled in ash.,,Light,
Black Raspberries,Produce - Fruits,,0,6.00,Draft,Jacob's Orchard,,1.0,Each,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5706437330206720.jpg?v=1648478777730,Black Raspberries!,,Light,
Black Walnuts,"Snacks, Nuts & Nut Butters",,1,8.00,Draft,All Fair Shares Producers,,8.0,Oz.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/blackwalnuts.png,"Black walnuts add a bold, distinctive flavor and aroma to both sweet and savory dishes, from muffins and breads, to entrees and desserts. These are the nuts great grandma used in everything!",,Light,
Blackberries,Produce - Fruits,,44,6.00,Published,All Fair Shares Producers,,1.0,Pint,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5656904915222528.jpg?v=1624388483718,Blackberries!!,,Light,
Blackberry Vinaigrette,Canned/Dried/Frozen Produce & Condiments,,13,9.50,Published,An Olive Ovation,,1.0,Jar,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5194166435971072.jpg?v=1619729778694,"Original recipe, all natural salad dressing made in-house from An Olive Ovation brand blackberry flavored balsamic vinegar, extra virgin olive oil, dried marjoram, French Dijon mustard and kosher salt.  A delicious dressing for green salads especially with fruit, in addition to a rich grilling sauce for all poultry, pork and Portobello mushrooms. No refined sugar, artificial sweeteners or gluten. Vegan.  250 mlINGREDIENTS:blackberry flavored balsamic vinegar, extra virgin olive oil, French Dijon mustard (mustard seeds, vinegar, salt), dried marjoram, kosher salt",,Light,
Blueberries,Produce - Fruits,,72,6.00,Published,Yoder's Produce,,1.0,Pint,true,FALSE,2,https://images.unsplash.com/photo-1460400408855-36abd76648b9?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=500&q=60,Blueberries!!,,Light,
Boerewors Sausage,Pastured Pork,,0,10.75,Published,Popoma Foods,,1.0,Pack,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6294120896266240.jpg?v=1642194796071,"This is a traditional South African sausage is made from locally raised beef and pork in Wright City Missouri. Great grilled, pan-friend or roasted. About 1lb.",,Light,NEW!
Bok Choy,Produce - Vegetables,,6,4.00,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5478047444631552.jpg?v=1620770037603,"Asian greens, edible raw in salads or great in a stir fry.",,Light,
Bologna,Pastured Pork,,4,9.50,Published,Circle B Ranch,,1.0,Each,true,FALSE,4,https://www.meatsandsausages.com/public/images/sausage-recipes/bologna-american.jpg,16 oz. Package Nitrate Free Sliced Bologna,,Light,
Boneless Pork Chop - D&M /lb,Pastured Pork,,0,6.75,Draft,D & M Farms,,1.0,Lb.,true,FALSE,8,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,2 boneless pork chops. Price will be adjusted according to exact weight at $6.75/lb. Each pack is 8-12 oz,,Light,
Bourbon Butterscotch Sauce,Candy,,0,10.00,Published,Bittersweet Truffles,,1.0,Jar,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/02/butterscotchsauce.jpg,"Hand made butterscotch. Serve with ice cream or a spoon. Sugar, cream, butter, glucose, bourbon, molasses, vanilla, salt.",,Light,
Bratwurst - Lamb Brats HHS,Grassfed Bison and Lamb,,16,11.50,Draft,Hi Ho Sheep Farm,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5178434284158976.jpg?v=1649966477369,Italian Sausage/Apple,,Light,
Braunschweiger,Pastured Pork,,0,5.00,Draft,Todd Geisert Farms,,1.0,Pack,true,FALSE,17,http://www.toadspigs.com/images/braunschweiger.jpg?crc=354523310,Braunschweiger,,Light,
Brazil Nuts,"Snacks, Nuts & Nut Butters",,7,15.00,Published,Mound City,,1.0,Bag,true,FALSE,3,https://fairshares.org/wp-content/uploads/2020/04/Mound-City-Brasil-Nuts.jpg,16 ounces,,Light,
Bread Choice,Bakery,,0,4.50,Published,All Fair Shares Producers,,1.0,Loaf,true,FALSE,30,/staticResource/resources/item-no-image.jpg,,,Light,
Bread Choice - Frozen,Bakery,,0,4.50,Published,All Fair Shares Producers,,1.0,Loaf,true,FALSE,10,/staticResource/resources/item-no-image.jpg,,,Light,
Bread Flour - Janie's,"Grains, Beans & Rice",,19,9.00,Draft,All Fair Shares Producers,,5.0,lbs,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5716959832309760.jpg?v=1614108146105,5 lb. bread flour from Janie's Mill. Not as whole wheaty as Severson,,Medium,
Bread Pudding,Bakery,,0,5.00,Published,Companion Bakery,,1.0,Choice,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4634293261434880.jpg?v=1614110868662,"20 oz tray: original/plain, maple pecan, mocha swirl/chocolate espresso & seasonal pumpkin spice",,Light,
Bread Pudding (1.0 Maple),Bakery,,3,5.00,Published,Companion Bakery,,1.0,Maple,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4634293261434880.jpg?v=1614110868662,"20 oz tray: original/plain, maple pecan, mocha swirl/chocolate espresso & seasonal pumpkin spice",,Light,
Bread Pudding (1.0 Mocha Swirl),Bakery,,0,5.00,Published,Companion Bakery,,1.0,Mocha Swirl,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4634293261434880.jpg?v=1614110868662,"20 oz tray: original/plain, maple pecan, mocha swirl/chocolate espresso & seasonal pumpkin spice",,Light,
Bread Pudding (1.0 Plain),Bakery,,6,5.00,Published,Companion Bakery,,1.0,Plain,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4634293261434880.jpg?v=1614110868662,"20 oz tray: original/plain, maple pecan, mocha swirl/chocolate espresso & seasonal pumpkin spice",,Light,
Bread Pudding (1.0 Pumpkin),Bakery,,0,5.00,Published,Companion Bakery,,1.0,Pumpkin,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4634293261434880.jpg?v=1614110868662,"20 oz tray: original/plain, maple pecan, mocha swirl/chocolate espresso & seasonal pumpkin spice",,Light,
Bread Pudding - Muffin,Bakery,,0,3.00,Published,Companion Bakery,,1.0,Each,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6660539180777472.jpg?v=1614107484802,Shelf life: 7 days at ambient temp and 14 days  refrigerated .,,Light,
Bread Pudding - Muffin - Froz.,Bakery,,11,3.00,Published,Companion Bakery,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6660539180777472.jpg?v=1614107484802,"Frozen Bread Pudding Muffin, plain.",,Light,
Brioche - Buns,Bakery,,10,4.50,Published,Companion Bakery,,1.0,Bag,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5693774122450944.jpg?v=1614109370481,"Sliced burger buns, 6 to a bag.",,Light,
Brioche - Buns - Frozen,Bakery,,1,4.50,Published,Companion Bakery,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5693774122450944.jpg?v=1614109370481,"Burger buns, 6 to a bag.",,Light,
